area,perimeter,compactness
-17296.35333,-6140.836667,-381.8472
-17296.80333,-6140.996667,-381.85715
-17297.25333,-6141.156667,-381.8671
-17297.70333,-6141.316667,-381.87705
-17298.15333,-6141.476667,-381.887
-17298.60333,-6141.636667,-381.89695
-17299.05333,-6141.796667,-381.9069
-17299.50333,-6141.956667,-381.91685
-17299.95333,-6142.116667,-381.9268
-17300.40333,-6142.276667,-381.93675
-17300.85333,-6142.436667,-381.9467
-17301.30333,-6142.596667,-381.95665
-17301.75333,-6142.756667,-381.9666
-17302.20333,-6142.916667,-381.97655
-17302.65333,-6143.076667,-381.9865
-17303.10333,-6143.236667,-381.99645
-17303.55333,-6143.396667,-382.0064
-17304.00333,-6143.556667,-382.01635
-17304.45333,-6143.716667,-382.0263
-17304.90333,-6143.876667,-382.03625
-17305.35333,-6144.036667,-382.0462
-17305.80333,-6144.196667,-382.05615
-17306.25333,-6144.356667,-382.0661
-17306.70333,-6144.516667,-382.07605
-17307.15333,-6144.676667,-382.086
-17307.60333,-6144.836667,-382.09595
-17308.05333,-6144.996667,-382.1059
-17308.50333,-6145.156667,-382.11585
-17308.95333,-6145.316667,-382.1258
-17309.40333,-6145.476667,-382.13575
-17309.85333,-6145.636667,-382.1457
-17310.30333,-6145.796667,-382.15565
-17310.75333,-6145.956667,-382.1656
-17311.20333,-6146.116667,-382.17555
-17311.65333,-6146.276667,-382.1855
-17312.10333,-6146.436667,-382.19545
-17312.55333,-6146.596667,-382.2054
-17313.00333,-6146.756667,-382.21535
-17313.45333,-6146.916667,-382.2253
-17313.90333,-6147.076667,-382.23525
-17314.35333,-6147.236667,-382.2452
-17314.80333,-6147.396667,-382.25515
-17315.25333,-6147.556667,-382.2651
-17315.70333,-6147.716667,-382.27505
-17316.15333,-6147.876667,-382.285
-17316.60333,-6148.036667,-382.29495
-17317.05333,-6148.196667,-382.3049
-17317.50333,-6148.356667,-382.31485
-17317.95333,-6148.516667,-382.3248
-17318.40333,-6148.676667,-382.33475
-17318.85333,-6148.836667,-382.3447
-17319.30333,-6148.996667,-382.35465
-17319.75333,-6149.156667,-382.3646
-17320.20333,-6149.316667,-382.37455
-17320.65333,-6149.476667,-382.3845
-17321.10333,-6149.636667,-382.39445
-17321.55333,-6149.796667,-382.4044
-17322.00333,-6149.956667,-382.41435
-17322.45333,-6150.116667,-382.4243
-17322.90333,-6150.276667,-382.43425
-17323.35333,-6150.436667,-382.4442
-17323.80333,-6150.596667,-382.45415
-17324.25333,-6150.756667,-382.4641
-17324.70333,-6150.916667,-382.47405
-17325.15333,-6151.076667,-382.484
-17325.60333,-6151.236667,-382.49395
-17326.05333,-6151.396667,-382.5039
-17326.50333,-6151.556667,-382.51385
-17326.95333,-6151.716667,-382.5238
-17327.40333,-6151.876667,-382.53375
-17327.85333,-6152.036667,-382.5437
-17328.30333,-6152.196667,-382.55365
-17328.75333,-6152.356667,-382.5636
-17329.20333,-6152.516667,-382.57355
-17329.65333,-6152.676667,-382.5835
-17330.10333,-6152.836667,-382.59345
-17330.55333,-6152.996667,-382.6034
-17331.00333,-6153.156667,-382.61335
-17331.45333,-6153.316667,-382.6233
-17331.90333,-6153.476667,-382.63325
-17332.35333,-6153.636667,-382.6432
-17332.80333,-6153.796667,-382.65315
-17333.25333,-6153.956667,-382.6631
-17333.70333,-6154.116667,-382.67305
-17334.15333,-6154.276667,-382.683
-17334.60333,-6154.436667,-382.69295
-17335.05333,-6154.596667,-382.7029
-17335.50333,-6154.756667,-382.71285
-17335.95333,-6154.916667,-382.7228
-17336.40333,-6155.076667,-382.73275
-17336.85333,-6155.236667,-382.7427
-17337.30333,-6155.396667,-382.75265
-17337.75333,-6155.556667,-382.7626
-17338.20333,-6155.716667,-382.77255
-17338.65333,-6155.876667,-382.7825
-17339.10333,-6156.036667,-382.79245
-17339.55333,-6156.196667,-382.8024
-17340.00333,-6156.356667,-382.81235
-17340.45333,-6156.516667,-382.8223
-17340.90333,-6156.676667,-382.83225
-17341.35333,-6156.836667,-382.8422
-17341.80333,-6156.996667,-382.85215
-17342.25333,-6157.156667,-382.8621
-17342.70333,-6157.316667,-382.87205
-17343.15333,-6157.476667,-382.882
-17343.60333,-6157.636667,-382.89195
-17344.05333,-6157.796667,-382.9019
-17344.50333,-6157.956667,-382.91185
-17344.95333,-6158.116667,-382.9218
-17345.40333,-6158.276667,-382.93175
-17345.85333,-6158.436667,-382.9417
-17346.30333,-6158.596667,-382.95165
-17346.75333,-6158.756667,-382.9616
-17347.20333,-6158.916667,-382.97155
-17347.65333,-6159.076667,-382.9815
-17348.10333,-6159.236667,-382.99145
-17348.55333,-6159.396667,-383.0014
-17349.00333,-6159.556667,-383.01135
-17349.45333,-6159.716667,-383.0213
-17349.90333,-6159.876667,-383.03125
-17350.35333,-6160.036667,-383.0412
-17350.80333,-6160.196667,-383.05115
-17351.25333,-6160.356667,-383.0611
-17351.70333,-6160.516667,-383.07105
-17352.15333,-6160.676667,-383.081
-17352.60333,-6160.836667,-383.09095
-17353.05333,-6160.996667,-383.1009
-17353.50333,-6161.156667,-383.11085
-17353.95333,-6161.316667,-383.1208
-17354.40333,-6161.476667,-383.13075
-17354.85333,-6161.636667,-383.1407
-17355.30333,-6161.796667,-383.15065
-17355.75333,-6161.956667,-383.1606
-17356.20333,-6162.116667,-383.17055
-17356.65333,-6162.276667,-383.1805
-17357.10333,-6162.436667,-383.19045
-17357.55333,-6162.596667,-383.2004
-17358.00333,-6162.756667,-383.21035
-17358.45333,-6162.916667,-383.2203
-17358.90333,-6163.076667,-383.23025
-17359.35333,-6163.236667,-383.2402
-17359.80333,-6163.396667,-383.25015
-17360.25333,-6163.556667,-383.2601
-17360.70333,-6163.716667,-383.27005
-17361.15333,-6163.876667,-383.28
-17361.60333,-6164.036667,-383.28995
-17362.05333,-6164.196667,-383.2999
-17362.50333,-6164.356667,-383.30985
-17362.95333,-6164.516667,-383.3198
-17363.40333,-6164.676667,-383.32975
-17363.85333,-6164.836667,-383.3397
-17364.30333,-6164.996667,-383.34965
-17364.75333,-6165.156667,-383.3596
-17365.20333,-6165.316667,-383.36955
-17365.65333,-6165.476667,-383.3795
-17366.10333,-6165.636667,-383.38945
-17366.55333,-6165.796667,-383.3994
-17367.00333,-6165.956667,-383.40935
-17367.45333,-6166.116667,-383.4193
-17367.90333,-6166.276667,-383.42925
-17368.35333,-6166.436667,-383.4392
-17368.80333,-6166.596667,-383.44915
-17369.25333,-6166.756667,-383.4591
-17369.70333,-6166.916667,-383.46905
-17370.15333,-6167.076667,-383.479
-17370.60333,-6167.236667,-383.48895
-17371.05333,-6167.396667,-383.4989
-17371.50333,-6167.556667,-383.50885
-17371.95333,-6167.716667,-383.5188
-17372.40333,-6167.876667,-383.52875
-17372.85333,-6168.036667,-383.5387
-17373.30333,-6168.196667,-383.54865
-17373.75333,-6168.356667,-383.5586
-17374.20333,-6168.516667,-383.56855
-17374.65333,-6168.676667,-383.5785
-17375.10333,-6168.836667,-383.58845
-17375.55333,-6168.996667,-383.5984
-17376.00333,-6169.156667,-383.60835
-17376.45333,-6169.316667,-383.6183
-17376.90333,-6169.476667,-383.62825
-17377.35333,-6169.636667,-383.6382
-17377.80333,-6169.796667,-383.64815
-17378.25333,-6169.956667,-383.6581
-17378.70333,-6170.116667,-383.66805
-17379.15333,-6170.276667,-383.678
-17379.60333,-6170.436667,-383.68795
-17380.05333,-6170.596667,-383.6979
-17380.50333,-6170.756667,-383.70785
-17380.95333,-6170.916667,-383.7178
-17381.40333,-6171.076667,-383.72775
-17381.85333,-6171.236667,-383.7377
-17382.30333,-6171.396667,-383.74765
-17382.75333,-6171.556667,-383.7576
-17383.20333,-6171.716667,-383.76755
-17383.65333,-6171.876667,-383.7775
-17384.10333,-6172.036667,-383.78745
-17384.55333,-6172.196667,-383.7974
-17385.00333,-6172.356667,-383.80735
-17385.45333,-6172.516667,-383.8173
-17385.90333,-6172.676667,-383.82725
-17386.35333,-6172.836667,-383.8372
-17386.80333,-6172.996667,-383.84715
-17387.25333,-6173.156667,-383.8571
-17387.70333,-6173.316667,-383.86705
-17388.15333,-6173.476667,-383.877
-17388.60333,-6173.636667,-383.88695
-17389.05333,-6173.796667,-383.8969
-17389.50333,-6173.956667,-383.90685
-17389.95333,-6174.116667,-383.9168
-17390.40333,-6174.276667,-383.92675
-17390.85333,-6174.436667,-383.9367
-17391.30333,-6174.596667,-383.94665
-17391.75333,-6174.756667,-383.9566
-17392.20333,-6174.916667,-383.96655
-17392.65333,-6175.076667,-383.9765
-17393.10333,-6175.236667,-383.98645
-17393.55333,-6175.396667,-383.9964
-17394.00333,-6175.556667,-384.00635
-17394.45333,-6175.716667,-384.0163
-17394.90333,-6175.876667,-384.02625
-17395.35333,-6176.036667,-384.0362
-17395.80333,-6176.196667,-384.04615
-17396.25333,-6176.356667,-384.0561
-17396.70333,-6176.516667,-384.06605
-17397.15333,-6176.676667,-384.076
-17397.60333,-6176.836667,-384.08595
-17398.05333,-6176.996667,-384.0959
-17398.50333,-6177.156667,-384.10585
-17398.95333,-6177.316667,-384.1158
-17399.40333,-6177.476667,-384.12575
-17399.85333,-6177.636667,-384.1357
-17400.30333,-6177.796667,-384.14565
-17400.75333,-6177.956667,-384.1556
-17401.20333,-6178.116667,-384.16555
-17401.65333,-6178.276667,-384.1755
-17402.10333,-6178.436667,-384.18545
-17402.55333,-6178.596667,-384.1954
-17403.00333,-6178.756667,-384.20535
-17403.45333,-6178.916667,-384.2153
-17403.90333,-6179.076667,-384.22525
-17404.35333,-6179.236667,-384.2352
-17404.80333,-6179.396667,-384.24515
-17405.25333,-6179.556667,-384.2551
-17405.70333,-6179.716667,-384.26505
-17406.15333,-6179.876667,-384.275
-17406.60333,-6180.036667,-384.28495
-17407.05333,-6180.196667,-384.2949
-17407.50333,-6180.356667,-384.30485
-17407.95333,-6180.516667,-384.3148
-17408.40333,-6180.676667,-384.32475
-17408.85333,-6180.836667,-384.3347
-17409.30333,-6180.996667,-384.34465
-17409.75333,-6181.156667,-384.3546
-17410.20333,-6181.316667,-384.36455
-17410.65333,-6181.476667,-384.3745
-17411.10333,-6181.636667,-384.38445
-17411.55333,-6181.796667,-384.3944
-17412.00333,-6181.956667,-384.40435
-17412.45333,-6182.116667,-384.4143
-17412.90333,-6182.276667,-384.42425
-17413.35333,-6182.436667,-384.4342
-17413.80333,-6182.596667,-384.44415
-17414.25333,-6182.756667,-384.4541
-17414.70333,-6182.916667,-384.46405
-17415.15333,-6183.076667,-384.474
-17415.60333,-6183.236667,-384.48395
-17416.05333,-6183.396667,-384.4939
-17416.50333,-6183.556667,-384.50385
-17416.95333,-6183.716667,-384.5138
-17417.40333,-6183.876667,-384.52375
-17417.85333,-6184.036667,-384.5337
-17418.30333,-6184.196667,-384.54365
-17418.75333,-6184.356667,-384.5536
-17419.20333,-6184.516667,-384.56355
-17419.65333,-6184.676667,-384.5735
-17420.10333,-6184.836667,-384.58345
-17420.55333,-6184.996667,-384.5934
-17421.00333,-6185.156667,-384.60335
-17421.45333,-6185.316667,-384.6133
-17421.90333,-6185.476667,-384.62325
-17422.35333,-6185.636667,-384.6332
-17422.80333,-6185.796667,-384.64315
-17423.25333,-6185.956667,-384.6531
-17423.70333,-6186.116667,-384.66305
-17424.15333,-6186.276667,-384.673
-17424.60333,-6186.436667,-384.68295
-17425.05333,-6186.596667,-384.6929
-17425.50333,-6186.756667,-384.70285
-17425.95333,-6186.916667,-384.7128
-17426.40333,-6187.076667,-384.72275
-17426.85333,-6187.236667,-384.7327
-17427.30333,-6187.396667,-384.74265
-17427.75333,-6187.556667,-384.7526
-17428.20333,-6187.716667,-384.76255
-17428.65333,-6187.876667,-384.7725
-17429.10333,-6188.036667,-384.78245
-17429.55333,-6188.196667,-384.7924
-17430.00333,-6188.356667,-384.80235
-17430.45333,-6188.516667,-384.8123
-17430.90333,-6188.676667,-384.82225
-17431.35333,-6188.836667,-384.8322
-17431.80333,-6188.996667,-384.84215
-17432.25333,-6189.156667,-384.8521
-17432.70333,-6189.316667,-384.86205
-17433.15333,-6189.476667,-384.872
-17433.60333,-6189.636667,-384.88195
-17434.05333,-6189.796667,-384.8919
-17434.50333,-6189.956667,-384.90185
-17434.95333,-6190.116667,-384.9118
-17435.40333,-6190.276667,-384.92175
-17435.85333,-6190.436667,-384.9317
-17436.30333,-6190.596667,-384.94165
-17436.75333,-6190.756667,-384.9516
-17437.20333,-6190.916667,-384.96155
-17437.65333,-6191.076667,-384.9715
-17438.10333,-6191.236667,-384.98145
-17438.55333,-6191.396667,-384.9914
-17439.00333,-6191.556667,-385.00135
-17439.45333,-6191.716667,-385.0113
-17439.90333,-6191.876667,-385.02125
-17440.35333,-6192.036667,-385.0312
-17440.80333,-6192.196667,-385.04115
-17441.25333,-6192.356667,-385.0511
-17441.70333,-6192.516667,-385.06105
-17442.15333,-6192.676667,-385.071
-17442.60333,-6192.836667,-385.08095
-17443.05333,-6192.996667,-385.0909
-17443.50333,-6193.156667,-385.10085
-17443.95333,-6193.316667,-385.1108
-17444.40333,-6193.476667,-385.12075
-17444.85333,-6193.636667,-385.1307
-17445.30333,-6193.796667,-385.14065
-17445.75333,-6193.956667,-385.1506
-17446.20333,-6194.116667,-385.16055
-17446.65333,-6194.276667,-385.1705
-17447.10333,-6194.436667,-385.18045
-17447.55333,-6194.596667,-385.1904
-17448.00333,-6194.756667,-385.20035
-17448.45333,-6194.916667,-385.2103
-17448.90333,-6195.076667,-385.22025
-17449.35333,-6195.236667,-385.2302
-17449.80333,-6195.396667,-385.24015
-17450.25333,-6195.556667,-385.2501
-17450.70333,-6195.716667,-385.26005
-17451.15333,-6195.876667,-385.27
-17451.60333,-6196.036667,-385.27995
-17452.05333,-6196.196667,-385.2899
-17452.50333,-6196.356667,-385.29985
-17452.95333,-6196.516667,-385.3098
-17453.40333,-6196.676667,-385.31975
-17453.85333,-6196.836667,-385.3297
-17454.30333,-6196.996667,-385.33965
-17454.75333,-6197.156667,-385.3496
-17455.20333,-6197.316667,-385.35955
-17455.65333,-6197.476667,-385.3695
-17456.10333,-6197.636667,-385.37945
-17456.55333,-6197.796667,-385.3894
-17457.00333,-6197.956667,-385.39935
-17457.45333,-6198.116667,-385.4093
-17457.90333,-6198.276667,-385.41925
-17458.35333,-6198.436667,-385.4292
-17458.80333,-6198.596667,-385.43915
-17459.25333,-6198.756667,-385.4491
-17459.70333,-6198.916667,-385.45905
-17460.15333,-6199.076667,-385.469
-17460.60333,-6199.236667,-385.47895
-17461.05333,-6199.396667,-385.4889
-17461.50333,-6199.556667,-385.49885
-17461.95333,-6199.716667,-385.5088
-17462.40333,-6199.876667,-385.51875
-17462.85333,-6200.036667,-385.5287
-17463.30333,-6200.196667,-385.53865
-17463.75333,-6200.356667,-385.5486
-17464.20333,-6200.516667,-385.55855
-17464.65333,-6200.676667,-385.5685
-17465.10333,-6200.836667,-385.57845
-17465.55333,-6200.996667,-385.5884
-17466.00333,-6201.156667,-385.59835
-17466.45333,-6201.316667,-385.6083
-17466.90333,-6201.476667,-385.61825
-17467.35333,-6201.636667,-385.6282
-17467.80333,-6201.796667,-385.63815
-17468.25333,-6201.956667,-385.6481
-17468.70333,-6202.116667,-385.65805
-17469.15333,-6202.276667,-385.668
-17469.60333,-6202.436667,-385.67795
-17470.05333,-6202.596667,-385.6879
-17470.50333,-6202.756667,-385.69785
-17470.95333,-6202.916667,-385.7078
-17471.40333,-6203.076667,-385.71775
-17471.85333,-6203.236667,-385.7277
-17472.30333,-6203.396667,-385.73765
-17472.75333,-6203.556667,-385.7476
-17473.20333,-6203.716667,-385.75755
-17473.65333,-6203.876667,-385.7675
-17474.10333,-6204.036667,-385.77745
-17474.55333,-6204.196667,-385.7874
-17475.00333,-6204.356667,-385.79735
-17475.45333,-6204.516667,-385.8073
-17475.90333,-6204.676667,-385.81725
-17476.35333,-6204.836667,-385.8272
-17476.80333,-6204.996667,-385.83715
-17477.25333,-6205.156667,-385.8471
-17477.70333,-6205.316667,-385.85705
-17478.15333,-6205.476667,-385.867
-17478.60333,-6205.636667,-385.87695
-17479.05333,-6205.796667,-385.8869
-17479.50333,-6205.956667,-385.89685
-17479.95333,-6206.116667,-385.9068
-17480.40333,-6206.276667,-385.91675
-17480.85333,-6206.436667,-385.9267
-17481.30333,-6206.596667,-385.93665
-17481.75333,-6206.756667,-385.9466
-17482.20333,-6206.916667,-385.95655
-17482.65333,-6207.076667,-385.9665
-17483.10333,-6207.236667,-385.97645
-17483.55333,-6207.396667,-385.9864
-17484.00333,-6207.556667,-385.99635
-17484.45333,-6207.716667,-386.0063
-17484.90333,-6207.876667,-386.01625
-17485.35333,-6208.036667,-386.0262
-17485.80333,-6208.196667,-386.03615
-17486.25333,-6208.356667,-386.0461
-17486.70333,-6208.516667,-386.05605
-17487.15333,-6208.676667,-386.066
-17487.60333,-6208.836667,-386.07595
-17488.05333,-6208.996667,-386.0859
-17488.50333,-6209.156667,-386.09585
-17488.95333,-6209.316667,-386.1058
-17489.40333,-6209.476667,-386.11575
-17489.85333,-6209.636667,-386.1257
-17490.30333,-6209.796667,-386.13565
-17490.75333,-6209.956667,-386.1456
-17491.20333,-6210.116667,-386.15555
-17491.65333,-6210.276667,-386.1655
-17492.10333,-6210.436667,-386.17545
-17492.55333,-6210.596667,-386.1854
-17493.00333,-6210.756667,-386.19535
-17493.45333,-6210.916667,-386.2053
-17493.90333,-6211.076667,-386.21525
-17494.35333,-6211.236667,-386.2252
-17494.80333,-6211.396667,-386.23515
-17495.25333,-6211.556667,-386.2451
-17495.70333,-6211.716667,-386.25505
-17496.15333,-6211.876667,-386.265
-17496.60333,-6212.036667,-386.27495
-17497.05333,-6212.196667,-386.2849
-17497.50333,-6212.356667,-386.29485
-17497.95333,-6212.516667,-386.3048
-17498.40333,-6212.676667,-386.31475
-17498.85333,-6212.836667,-386.3247
-17499.30333,-6212.996667,-386.33465
-17499.75333,-6213.156667,-386.3446
-17500.20333,-6213.316667,-386.35455
-17500.65333,-6213.476667,-386.3645
-17501.10333,-6213.636667,-386.37445
-17501.55333,-6213.796667,-386.3844
-17502.00333,-6213.956667,-386.39435
-17502.45333,-6214.116667,-386.4043
-17502.90333,-6214.276667,-386.41425
-17503.35333,-6214.436667,-386.4242
-17503.80333,-6214.596667,-386.43415
-17504.25333,-6214.756667,-386.4441
-17504.70333,-6214.916667,-386.45405
-17505.15333,-6215.076667,-386.464
-17505.60333,-6215.236667,-386.47395
-17506.05333,-6215.396667,-386.4839
-17506.50333,-6215.556667,-386.49385
-17506.95333,-6215.716667,-386.5038
-17507.40333,-6215.876667,-386.51375
-17507.85333,-6216.036667,-386.5237
-17508.30333,-6216.196667,-386.53365
-17508.75333,-6216.356667,-386.5436
-17509.20333,-6216.516667,-386.55355
-17509.65333,-6216.676667,-386.5635
-17510.10333,-6216.836667,-386.57345
-17510.55333,-6216.996667,-386.5834
-17511.00333,-6217.156667,-386.59335
-17511.45333,-6217.316667,-386.6033
-17511.90333,-6217.476667,-386.61325
-17512.35333,-6217.636667,-386.6232
-17512.80333,-6217.796667,-386.63315
-17513.25333,-6217.956667,-386.6431
-17513.70333,-6218.116667,-386.65305
-17514.15333,-6218.276667,-386.663
-17514.60333,-6218.436667,-386.67295
-17515.05333,-6218.596667,-386.6829
-17515.50333,-6218.756667,-386.69285
-17515.95333,-6218.916667,-386.7028
-17516.40333,-6219.076667,-386.71275
-17516.85333,-6219.236667,-386.7227
-17517.30333,-6219.396667,-386.73265
-17517.75333,-6219.556667,-386.7426
-17518.20333,-6219.716667,-386.75255
-17518.65333,-6219.876667,-386.7625
-17519.10333,-6220.036667,-386.77245
-17519.55333,-6220.196667,-386.7824
-17520.00333,-6220.356667,-386.79235
-17520.45333,-6220.516667,-386.8023
-17520.90333,-6220.676667,-386.81225
-17521.35333,-6220.836667,-386.8222
-17521.80333,-6220.996667,-386.83215
-17522.25333,-6221.156667,-386.8421
-17522.70333,-6221.316667,-386.85205
-17523.15333,-6221.476667,-386.862
-17523.60333,-6221.636667,-386.87195
-17524.05333,-6221.796667,-386.8819
-17524.50333,-6221.956667,-386.89185
-17524.95333,-6222.116667,-386.9018
-17525.40333,-6222.276667,-386.91175
-17525.85333,-6222.436667,-386.9217
-17526.30333,-6222.596667,-386.93165
-17526.75333,-6222.756667,-386.9416
-17527.20333,-6222.916667,-386.95155
-17527.65333,-6223.076667,-386.9615
-17528.10333,-6223.236667,-386.97145
-17528.55333,-6223.396667,-386.9814
-17529.00333,-6223.556667,-386.99135
-17529.45333,-6223.716667,-387.0013
-17529.90333,-6223.876667,-387.01125
-17530.35333,-6224.036667,-387.0212
-17530.80333,-6224.196667,-387.03115
-17531.25333,-6224.356667,-387.0411
-17531.70333,-6224.516667,-387.05105
-17532.15333,-6224.676667,-387.061
-17532.60333,-6224.836667,-387.07095
-17533.05333,-6224.996667,-387.0809
-17533.50333,-6225.156667,-387.09085
-17533.95333,-6225.316667,-387.1008
-17534.40333,-6225.476667,-387.11075
-17534.85333,-6225.636667,-387.1207
-17535.30333,-6225.796667,-387.13065
-17535.75333,-6225.956667,-387.1406
-17536.20333,-6226.116667,-387.15055
-17536.65333,-6226.276667,-387.1605
-17537.10333,-6226.436667,-387.17045
-17537.55333,-6226.596667,-387.1804
-17538.00333,-6226.756667,-387.19035
-17538.45333,-6226.916667,-387.2003
-17538.90333,-6227.076667,-387.21025
-17539.35333,-6227.236667,-387.2202
-17539.80333,-6227.396667,-387.23015
-17540.25333,-6227.556667,-387.2401
-17540.70333,-6227.716667,-387.25005
-17541.15333,-6227.876667,-387.26
-17541.60333,-6228.036667,-387.26995
-17542.05333,-6228.196667,-387.2799
-17542.50333,-6228.356667,-387.28985
-17542.95333,-6228.516667,-387.2998
-17543.40333,-6228.676667,-387.30975
-17543.85333,-6228.836667,-387.3197
-17544.30333,-6228.996667,-387.32965
-17544.75333,-6229.156667,-387.3396
-17545.20333,-6229.316667,-387.34955
-17545.65333,-6229.476667,-387.3595
-17546.10333,-6229.636667,-387.36945
-17546.55333,-6229.796667,-387.3794
-17547.00333,-6229.956667,-387.38935
-17547.45333,-6230.116667,-387.3993
-17547.90333,-6230.276667,-387.40925
-17548.35333,-6230.436667,-387.4192
-17548.80333,-6230.596667,-387.42915
-17549.25333,-6230.756667,-387.4391
-17549.70333,-6230.916667,-387.44905
-17550.15333,-6231.076667,-387.459
-17550.60333,-6231.236667,-387.46895
-17551.05333,-6231.396667,-387.4789
-17551.50333,-6231.556667,-387.48885
-17551.95333,-6231.716667,-387.4988
-17552.40333,-6231.876667,-387.50875
-17552.85333,-6232.036667,-387.5187
-17553.30333,-6232.196667,-387.52865
-17553.75333,-6232.356667,-387.5386
-17554.20333,-6232.516667,-387.54855
-17554.65333,-6232.676667,-387.5585
-17555.10333,-6232.836667,-387.56845
-17555.55333,-6232.996667,-387.5784
-17556.00333,-6233.156667,-387.58835
-17556.45333,-6233.316667,-387.5983
-17556.90333,-6233.476667,-387.60825
-17557.35333,-6233.636667,-387.6182
-17557.80333,-6233.796667,-387.62815
-17558.25333,-6233.956667,-387.6381
-17558.70333,-6234.116667,-387.64805
-17559.15333,-6234.276667,-387.658
-17559.60333,-6234.436667,-387.66795
-17560.05333,-6234.596667,-387.6779
-17560.50333,-6234.756667,-387.68785
-17560.95333,-6234.916667,-387.6978
-17561.40333,-6235.076667,-387.70775
-17561.85333,-6235.236667,-387.7177
-17562.30333,-6235.396667,-387.72765
-17562.75333,-6235.556667,-387.7376
-17563.20333,-6235.716667,-387.74755
-17563.65333,-6235.876667,-387.7575
-17564.10333,-6236.036667,-387.76745
-17564.55333,-6236.196667,-387.7774
-17565.00333,-6236.356667,-387.78735
-17565.45333,-6236.516667,-387.7973
-17565.90333,-6236.676667,-387.80725
-17566.35333,-6236.836667,-387.8172
-17566.80333,-6236.996667,-387.82715
-17567.25333,-6237.156667,-387.8371
-17567.70333,-6237.316667,-387.84705
-17568.15333,-6237.476667,-387.857
-17568.60333,-6237.636667,-387.86695
-17569.05333,-6237.796667,-387.8769
-17569.50333,-6237.956667,-387.88685
-17569.95333,-6238.116667,-387.8968
-17570.40333,-6238.276667,-387.90675
-17570.85333,-6238.436667,-387.9167
-17571.30333,-6238.596667,-387.92665
-17571.75333,-6238.756667,-387.9366
-17572.20333,-6238.916667,-387.94655
-17572.65333,-6239.076667,-387.9565
-17573.10333,-6239.236667,-387.96645
-17573.55333,-6239.396667,-387.9764
-17574.00333,-6239.556667,-387.98635
-17574.45333,-6239.716667,-387.9963
-17574.90333,-6239.876667,-388.00625
-17575.35333,-6240.036667,-388.0162
-17575.80333,-6240.196667,-388.02615
-17576.25333,-6240.356667,-388.0361
-17576.70333,-6240.516667,-388.04605
-17577.15333,-6240.676667,-388.056
-17577.60333,-6240.836667,-388.06595
-17578.05333,-6240.996667,-388.0759
-17578.50333,-6241.156667,-388.08585
-17578.95333,-6241.316667,-388.0958
-17579.40333,-6241.476667,-388.10575
-17579.85333,-6241.636667,-388.1157
-17580.30333,-6241.796667,-388.12565
-17580.75333,-6241.956667,-388.1356
-17581.20333,-6242.116667,-388.14555
-17581.65333,-6242.276667,-388.1555
-17582.10333,-6242.436667,-388.16545
-17582.55333,-6242.596667,-388.1754
-17583.00333,-6242.756667,-388.18535
-17583.45333,-6242.916667,-388.1953
-17583.90333,-6243.076667,-388.20525
-17584.35333,-6243.236667,-388.2152
-17584.80333,-6243.396667,-388.22515
-17585.25333,-6243.556667,-388.2351
-17585.70333,-6243.716667,-388.24505
-17586.15333,-6243.876667,-388.255
-17586.60333,-6244.036667,-388.26495
-17587.05333,-6244.196667,-388.2749
-17587.50333,-6244.356667,-388.28485
-17587.95333,-6244.516667,-388.2948
-17588.40333,-6244.676667,-388.30475
-17588.85333,-6244.836667,-388.3147
-17589.30333,-6244.996667,-388.32465
-17589.75333,-6245.156667,-388.3346
-17590.20333,-6245.316667,-388.34455
-17590.65333,-6245.476667,-388.3545
-17591.10333,-6245.636667,-388.36445
-17591.55333,-6245.796667,-388.3744
-17592.00333,-6245.956667,-388.38435
-17592.45333,-6246.116667,-388.3943
-17592.90333,-6246.276667,-388.40425
-17593.35333,-6246.436667,-388.4142
-17593.80333,-6246.596667,-388.42415
-17594.25333,-6246.756667,-388.4341
-17594.70333,-6246.916667,-388.44405
-17595.15333,-6247.076667,-388.454
-17595.60333,-6247.236667,-388.46395
-17596.05333,-6247.396667,-388.4739
-17596.50333,-6247.556667,-388.48385
-17596.95333,-6247.716667,-388.4938
-17597.40333,-6247.876667,-388.50375
-17597.85333,-6248.036667,-388.5137
-17598.30333,-6248.196667,-388.52365
-17598.75333,-6248.356667,-388.5336
-17599.20333,-6248.516667,-388.54355
-17599.65333,-6248.676667,-388.5535
-17600.10333,-6248.836667,-388.56345
-17600.55333,-6248.996667,-388.5734
-17601.00333,-6249.156667,-388.58335
-17601.45333,-6249.316667,-388.5933
-17601.90333,-6249.476667,-388.60325
-17602.35333,-6249.636667,-388.6132
-17602.80333,-6249.796667,-388.62315
-17603.25333,-6249.956667,-388.6331
-17603.70333,-6250.116667,-388.64305
-17604.15333,-6250.276667,-388.653
-17604.60333,-6250.436667,-388.66295
-17605.05333,-6250.596667,-388.6729
-17605.50333,-6250.756667,-388.68285
-17605.95333,-6250.916667,-388.6928
-17606.40333,-6251.076667,-388.70275
-17606.85333,-6251.236667,-388.7127
-17607.30333,-6251.396667,-388.72265
-17607.75333,-6251.556667,-388.7326
-17608.20333,-6251.716667,-388.74255
-17608.65333,-6251.876667,-388.7525
-17609.10333,-6252.036667,-388.76245
-17609.55333,-6252.196667,-388.7724
-17610.00333,-6252.356667,-388.78235
-17610.45333,-6252.516667,-388.7923
-17610.90333,-6252.676667,-388.80225
-17611.35333,-6252.836667,-388.8122
